NU_ANO_CENSO,NO_REGIAO_IES,TP_REDE,NO_CURSO,CO_CURSO,NO_CINE_AREA_GERAL,,TP_GRAU_ACADEMICO,QT_VG_TOTAL,QT_INSCRITO_TOTAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_CONC_PROCESCPUBLICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Pilotagem Profissional De Aeronaves,114985,Serviços,,3,200,30,30,4,26,16,0,9,2,0,3,69,13,56,33,3,26,2,0,5,16,1,15,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,18,12,37,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Radiologia,95655,Saúde e bem-estar,,3,200,1,0,0,0,0,0,0,0,0,0,26,16,10,8,3,12,1,0,2,14,8,6,6,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Administração,86582,"Negócios, administração e direito",,1,180,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Centro-Oeste,2,Artes Visuais,96929,Artes e humanidades,,1,350,330,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Direito,5000941,"Negócios, administração e direito",,1,280,110,0,0,0,0,0,0,0,0,0,128,60,68,28,12,38,12,1,37,13,8,5,3,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,21,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Educação Física,1299577,Saúde e bem-estar,,1,250,210,13,3,10,2,2,1,1,0,7,88,21,67,18,7,29,7,1,26,11,1,10,1,1,2,1,0,6,0,0,0,0,0,0,0,0,0,5,8,22,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Educação Física,5000025,Educação,,2,510,460,400,225,175,61,14,85,4,1,235,235,128,107,34,15,48,3,1,134,12,8,4,5,3,2,0,0,2,0,0,0,0,0,0,0,0,0,16,384,6,229,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Enfermagem,1259830,Saúde e bem-estar,,1,200,170,1,1,0,1,0,0,0,0,0,39,35,4,8,3,22,1,0,5,14,13,1,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Engenharia Civil,1322466,"Engenharia, produção e construção",,1,200,90,0,0,0,0,0,0,0,0,0,11,0,11,3,0,5,0,0,3,6,0,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Fisioterapia,1596590,Saúde e bem-estar,,1,3100,220,22,14,8,2,1,4,0,0,15,22,14,8,2,1,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Gastronomia,1321488,Serviços,,3,200,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Gestão De Recursos Humanos,1321695,"Negócios, administração e direito",,3,300,150,0,0,0,0,0,0,0,0,0,5,2,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Gestão Pública,1322369,"Negócios, administração e direito",,3,320,220,2,0,2,0,1,1,0,0,0,8,4,4,0,1,4,0,0,3,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Centro-Oeste,2,Nutrição,1321600,Saúde e bem-estar,,1,230,180,19,12,7,5,1,7,0,0,6,30,21,9,8,2,11,0,0,9,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Pedagogia,1259093,Educação,,2,300,120,0,0,0,0,0,0,0,0,0,20,20,0,6,8,4,0,0,2,11,11,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Psicologia,1300276,"Ciências sociais, comunicação e informação",,1,280,235,1,0,1,0,0,1,0,0,0,69,51,18,14,2,24,10,0,19,18,16,2,4,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,1,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Teologia,1260733,Artes e humanidades,,1,250,100,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Centro-Oeste,2,Administração,19809,"Negócios, administração e direito",,1,151,17,1,1,0,0,0,1,0,0,0,79,35,44,30,7,32,2,0,8,46,21,25,20,4,18,1,0,3,0,0,0,0,0,0,0,0,0,1,0,61,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Análise E Desenvolvimento De Sistemas,1598938,Computação e Tecnologias da Informação e Comunicação (TIC),,3,150,534,143,22,121,27,1,5,0,0,110,142,22,120,26,1,5,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,54,89,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Arquitetura E Urbanismo,20152,"Engenharia, produção e construção",,1,672,216,43,31,12,7,2,4,0,0,30,183,119,64,50,15,69,3,0,46,34,21,13,11,4,17,1,0,1,0,0,0,0,0,0,0,0,0,25,18,118,65,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Ciências Contábeis,19739,"Negócios, administração e direito",,1,202,2,1,0,1,1,0,0,0,0,0,84,37,47,24,9,41,0,0,10,32,15,17,9,4,17,0,0,2,0,0,0,0,0,0,0,0,0,1,0,65,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Direito,51829,"Negócios, administração e direito",,1,469,904,167,104,63,70,17,72,2,1,5,623,357,266,219,72,296,9,1,26,121,72,49,43,10,64,3,0,1,0,0,0,0,0,0,0,0,0,93,74,370,253,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Educação Física,1260291,Saúde e bem-estar,,1,302,20,7,3,4,3,1,1,0,0,2,108,31,77,22,19,44,2,0,21,31,10,21,8,5,17,1,0,0,0,0,0,0,0,0,0,0,0,5,2,77,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Educação Física,1349493,Educação,,2,583,14,1,1,0,1,0,0,0,0,0,29,11,18,7,6,11,1,0,4,9,2,7,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Norte,2,Enfermagem,21995,Saúde e bem-estar,,1,1503,816,158,132,26,32,5,13,3,0,105,476,400,76,98,25,152,11,0,190,99,83,16,26,7,63,1,0,2,0,0,0,0,0,0,0,0,0,98,60,316,160,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Engenharia Civil,1260288,"Engenharia, produção e construção",,1,617,105,6,2,4,2,1,2,0,0,1,112,18,94,35,13,58,3,0,3,47,5,42,14,5,26,1,0,1,0,0,0,0,0,0,0,0,0,3,3,79,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Engenharia De Software,1473793,Computação e Tecnologias da Informação e Comunicação (TIC),,1,156,341,113,13,100,15,1,3,0,0,94,207,19,188,34,7,31,2,0,133,13,0,13,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,71,42,126,81,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Estética E Cosmética,1349665,Serviços,,3,278,364,79,78,1,12,3,8,1,0,55,156,154,2,28,9,44,8,0,67,25,24,1,7,2,14,2,0,0,0,0,0,0,0,0,0,0,0,57,22,106,50,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Farmácia,51281,Saúde e bem-estar,,1,496,14,2,1,1,1,0,1,0,0,0,140,86,54,39,8,71,2,0,20,50,35,15,15,4,29,0,0,2,0,0,0,0,0,0,0,0,0,0,2,93,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Fisioterapia,15650,Saúde e bem-estar,,1,556,414,54,33,21,11,2,8,0,0,33,284,209,75,90,22,133,8,0,31,56,46,10,21,6,28,1,0,0,0,0,0,0,0,0,0,0,0,31,23,197,87,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Centro-Oeste,2,Gestão De Recursos Humanos,1473792,"Negócios, administração e direito",,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Gestão Pública,1473791,"Negócios, administração e direito",,3,0,0,0,0,0,0,0,0,0,0,0,28,13,15,8,5,14,0,0,1,25,12,13,8,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Medicina,51835,Saúde e bem-estar,,1,152,152,146,85,61,99,7,27,3,0,10,963,612,351,527,19,276,10,2,129,102,66,36,61,2,37,2,0,0,0,0,0,0,0,0,0,0,0,28,118,168,795,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Centro-Oeste,2,Medicina Veterinária,18188,"Agricultura, silvicultura, pesca e veterinária",,1,1865,1059,189,137,52,61,13,60,6,0,49,737,529,208,297,56,310,23,1,50,121,85,36,52,15,49,4,1,0,0,0,0,0,0,0,0,0,0,111,78,403,334,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Nutrição,1283877,Saúde e bem-estar,,1,1269,338,55,43,12,13,0,2,1,0,39,199,151,48,55,9,67,3,0,65,54,38,16,15,3,34,1,0,1,0,0,0,0,0,0,0,0,0,31,24,124,75,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Odontologia,15648,Saúde e bem-estar,,1,328,720,102,81,21,17,1,4,0,0,80,398,286,112,126,28,131,8,1,104,62,46,16,27,9,24,2,0,0,0,0,0,0,0,0,0,0,0,47,55,173,225,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Pedagogia,1349494,Educação,,2,342,356,74,68,6,17,1,11,0,0,45,236,221,15,50,27,82,1,0,76,62,57,5,16,11,34,1,0,0,0,0,0,0,0,0,0,0,0,60,14,200,36,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Psicologia,1283876,"Ciências sociais, comunicação e informação",,1,1420,750,127,103,24,22,0,7,0,0,98,447,358,89,114,31,149,6,0,147,83,68,15,24,7,50,2,0,0,0,0,0,0,0,0,0,0,0,84,43,303,144,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Radiologia,1473790,Saúde e bem-estar,,3,214,218,40,19,21,2,2,11,0,0,25,75,41,34,10,9,35,0,0,21,20,13,7,5,3,11,0,0,1,0,0,0,0,0,0,0,0,0,33,7,62,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Sistemas De Informação,20477,Computação e Tecnologias da Informação e Comunicação (TIC),,1,397,19,1,1,0,0,0,1,0,0,0,100,18,82,22,10,41,2,1,24,41,7,34,14,5,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,73,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Administração,8299,"Negócios, administração e direito",,1,328,340,75,19,56,46,2,15,1,0,11,442,136,306,234,10,104,3,0,91,95,33,62,38,3,44,0,0,10,0,0,0,0,0,0,0,0,0,25,50,82,360,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Administração,1282866,"Negócios, administração e direito",,1,184,235,42,12,30,23,2,8,0,0,9,186,65,121,69,6,65,3,0,43,35,15,20,9,1,21,0,0,4,0,0,0,0,0,0,0,0,0,5,37,34,152,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sudeste,2,Análise E Desenvolvimento De Sistemas,105108,Computação e Tecnologias da Informação e Comunicação (TIC),,3,400,606,129,22,107,53,11,47,1,0,17,213,37,176,82,15,86,3,0,27,43,10,33,11,1,28,0,0,3,0,0,0,0,0,0,0,0,0,69,60,95,118,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Análise E Desenvolvimento De Sistemas,1191654,Computação e Tecnologias da Informação e Comunicação (TIC),,3,236,526,198,22,176,83,14,68,1,0,32,306,36,270,118,21,123,0,1,43,38,8,30,12,1,24,0,0,1,0,0,0,0,0,0,0,0,0,76,122,109,197,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Arquitetura E Urbanismo,21538,"Engenharia, produção e construção",,1,251,318,123,91,32,73,3,33,0,0,14,501,381,120,275,12,121,5,0,88,105,79,26,40,1,46,3,0,15,0,0,0,0,0,0,0,0,0,27,96,61,440,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sul,2,Arquitetura E Urbanismo,1282869,"Engenharia, produção e construção",,1,360,276,36,29,7,25,0,7,0,0,4,189,146,43,82,5,65,4,1,32,40,35,5,11,0,21,2,1,5,0,0,0,0,0,0,0,0,0,10,26,26,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Norte,2,Biomedicina,63884,Saúde e bem-estar,,1,485,546,51,43,8,30,2,9,2,0,8,217,178,39,97,12,58,4,0,46,40,32,8,15,3,16,1,0,5,0,0,0,0,0,0,0,0,0,14,37,43,174,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nordeste,2,Biomedicina,1585932,Saúde e bem-estar,,1,180,211,43,37,6,24,0,8,1,1,9,59,50,9,33,1,12,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,17,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
